raw_author_keyword,frequency,dictionary_status
Human amniotic fluid,1,raw_WoS_DE_term_no_synonym_merge
Human annexin-V,1,raw_WoS_DE_term_no_synonym_merge
human antigen R,1,raw_WoS_DE_term_no_synonym_merge
human aortic endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
human astrocytes,1,raw_WoS_DE_term_no_synonym_merge
human bladder fibroblasts,1,raw_WoS_DE_term_no_synonym_merge
human blood brain barrier,1,raw_WoS_DE_term_no_synonym_merge
Human bone marrow CD146(+) cells,1,raw_WoS_DE_term_no_synonym_merge
Human bone marrow endothelial progenitor cells,1,raw_WoS_DE_term_no_synonym_merge
Human bone marrow mesenchymal stem cell,1,raw_WoS_DE_term_no_synonym_merge
Human bone marrow-derived mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
human brain vascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human cancer stem cells,1,raw_WoS_DE_term_no_synonym_merge
human cardiac microvascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
human cardiac progenitor cells,1,raw_WoS_DE_term_no_synonym_merge
Human cardiac stem,1,raw_WoS_DE_term_no_synonym_merge
human cartilage regeneration,1,raw_WoS_DE_term_no_synonym_merge
Human cerebral microvascular endothelial cell line (hCMEC/D3) endothelial,1,raw_WoS_DE_term_no_synonym_merge
Human cervical epithelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human choroidal endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
human coronary artery vascular endothelial cell,1,raw_WoS_DE_term_no_synonym_merge
human dental pulp stem cells,1,raw_WoS_DE_term_no_synonym_merge
Human dermal microvascular endothelial cell,1,raw_WoS_DE_term_no_synonym_merge
Human dermal microvascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
human endometrial organoids,1,raw_WoS_DE_term_no_synonym_merge
human endometrial stromal cells,1,raw_WoS_DE_term_no_synonym_merge
Human endothelial cell,1,raw_WoS_DE_term_no_synonym_merge
human endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human endothelial progenitor cells,1,raw_WoS_DE_term_no_synonym_merge
human epithelial growth factor receptor 2,1,raw_WoS_DE_term_no_synonym_merge
Human fetal liver,1,raw_WoS_DE_term_no_synonym_merge
human fetus,1,raw_WoS_DE_term_no_synonym_merge
Human fetus,1,raw_WoS_DE_term_no_synonym_merge
Human foreskin cells,1,raw_WoS_DE_term_no_synonym_merge
human gingival mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
Human glioblastoma,1,raw_WoS_DE_term_no_synonym_merge
Human glomerular endothelial cell,1,raw_WoS_DE_term_no_synonym_merge
human heart,1,raw_WoS_DE_term_no_synonym_merge
Human hepatoma HepG-2 cells,1,raw_WoS_DE_term_no_synonym_merge
human immunodeficiency virus,1,raw_WoS_DE_term_no_synonym_merge
Human immunodeficiency virus,1,raw_WoS_DE_term_no_synonym_merge
Human induced pluripotent stem cell-derived mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
human intestinal epithelial cells,1,raw_WoS_DE_term_no_synonym_merge
human iPSCs,1,raw_WoS_DE_term_no_synonym_merge
human liver stem cells,1,raw_WoS_DE_term_no_synonym_merge
Human mesenchymal stem cell (hMSC),1,raw_WoS_DE_term_no_synonym_merge
Human mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
Human mesenchymal stromal cells,1,raw_WoS_DE_term_no_synonym_merge
human microvascular endothelial cell,1,raw_WoS_DE_term_no_synonym_merge
human microvascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human microvascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human microvascular endothelial cells (HMECs),1,raw_WoS_DE_term_no_synonym_merge
human milk,1,raw_WoS_DE_term_no_synonym_merge
Human minor salivary mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
human monocyte-derived macrophage,1,raw_WoS_DE_term_no_synonym_merge
Human neural progenitor cells,1,raw_WoS_DE_term_no_synonym_merge
Human olfactory ensheathing cell,1,raw_WoS_DE_term_no_synonym_merge
human pathogens,1,raw_WoS_DE_term_no_synonym_merge
Human placenta-derived mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
human platelet-derived growth factors,1,raw_WoS_DE_term_no_synonym_merge
human retinal endothelial cells (HRECs),1,raw_WoS_DE_term_no_synonym_merge
Human scleral fibroblasts,1,raw_WoS_DE_term_no_synonym_merge
human serum albumin,1,raw_WoS_DE_term_no_synonym_merge
human serum exosomes,1,raw_WoS_DE_term_no_synonym_merge
Human smooth muscle cells,1,raw_WoS_DE_term_no_synonym_merge
human stem cells,1,raw_WoS_DE_term_no_synonym_merge
Human synovial microvascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
human T cells,1,raw_WoS_DE_term_no_synonym_merge
human umbilical cord mesenchymal stem cell,1,raw_WoS_DE_term_no_synonym_merge
Human umbilical cord mesenchymal stem cells (hUC-MSCs),1,raw_WoS_DE_term_no_synonym_merge
human umbilical cord mesenchymal stem cells-derived exosomes,1,raw_WoS_DE_term_no_synonym_merge
human umbilical cord MSCs,1,raw_WoS_DE_term_no_synonym_merge
human umbilical cord serum,1,raw_WoS_DE_term_no_synonym_merge
human umbilical mesenchymal stem cell,1,raw_WoS_DE_term_no_synonym_merge
human umbilical vascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Human Umbilical Vein Endothelial Cells,1,raw_WoS_DE_term_no_synonym_merge
human umbilical vein endothelial cells (HUVEC),1,raw_WoS_DE_term_no_synonym_merge
Human Umbilical Vein Endothelial Cells (HUVEC),1,raw_WoS_DE_term_no_synonym_merge
human umbilical vein endothelial cells (HUVECs),1,raw_WoS_DE_term_no_synonym_merge
Human umbilical vein endothelial cells (HUVECs),1,raw_WoS_DE_term_no_synonym_merge
Human umbilical vein vascular endothelial,1,raw_WoS_DE_term_no_synonym_merge
Human urine-derived stem cell,1,raw_WoS_DE_term_no_synonym_merge
human urine-derived stem cells,1,raw_WoS_DE_term_no_synonym_merge
Human urine-derived stem cells,1,raw_WoS_DE_term_no_synonym_merge
human vascular smooth muscle cells,1,raw_WoS_DE_term_no_synonym_merge
Human-induced pluripotent stem cell-derived cardiomyocytes,1,raw_WoS_DE_term_no_synonym_merge
human-induced pluripotent stem cell-derived cardiomyocytes (hiPSC-CMs),1,raw_WoS_DE_term_no_synonym_merge
human-induced pluripotent stem-derived endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
human-umbilical-cord-derived mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
Humanized Gaussia luciferase (hGluc),1,raw_WoS_DE_term_no_synonym_merge
Huoxue Yiqi Recipe,1,raw_WoS_DE_term_no_synonym_merge
Hutchinson-Gilford progeria syndrome,1,raw_WoS_DE_term_no_synonym_merge
HUVECs-exos,1,raw_WoS_DE_term_no_synonym_merge
hyaluronan,1,raw_WoS_DE_term_no_synonym_merge
hyaluronated glycerosomes,1,raw_WoS_DE_term_no_synonym_merge
hyaluronic acid hydrogel,1,raw_WoS_DE_term_no_synonym_merge
Hyaluronic acid liposomes,1,raw_WoS_DE_term_no_synonym_merge
Hyaluronic acid nanogels,1,raw_WoS_DE_term_no_synonym_merge
Hyaluronicacidderivative,1,raw_WoS_DE_term_no_synonym_merge
hybrid biointerphases,1,raw_WoS_DE_term_no_synonym_merge
Hybrid nanosystems,1,raw_WoS_DE_term_no_synonym_merge
hybrid vesicles,1,raw_WoS_DE_term_no_synonym_merge
Hybridization,1,raw_WoS_DE_term_no_synonym_merge
Hydrogel encapsulation,1,raw_WoS_DE_term_no_synonym_merge
Hydrogel Scaffolds,1,raw_WoS_DE_term_no_synonym_merge
hydrophilic coating,1,raw_WoS_DE_term_no_synonym_merge
hydroxytyrosol,1,raw_WoS_DE_term_no_synonym_merge
hyperaldosteronism,1,raw_WoS_DE_term_no_synonym_merge
hyperammonaemia,1,raw_WoS_DE_term_no_synonym_merge
Hyperbaric oxygen,1,raw_WoS_DE_term_no_synonym_merge
hypercoaguability,1,raw_WoS_DE_term_no_synonym_merge
hypercoagulability,1,raw_WoS_DE_term_no_synonym_merge
Hypercoagulation,1,raw_WoS_DE_term_no_synonym_merge
hyperfiltration,1,raw_WoS_DE_term_no_synonym_merge
hyperinflammation,1,raw_WoS_DE_term_no_synonym_merge
hyperlipidemia,1,raw_WoS_DE_term_no_synonym_merge
hyperpermeability,1,raw_WoS_DE_term_no_synonym_merge
Hyperphosphatemia,1,raw_WoS_DE_term_no_synonym_merge
hyperphosphatemia,1,raw_WoS_DE_term_no_synonym_merge
Hyperplasia,1,raw_WoS_DE_term_no_synonym_merge
hypersplenism,1,raw_WoS_DE_term_no_synonym_merge
"hypertension, pulmonary",1,raw_WoS_DE_term_no_synonym_merge
hypertensive nephropathy,1,raw_WoS_DE_term_no_synonym_merge
Hypertensive pregnancy disorder,1,raw_WoS_DE_term_no_synonym_merge
hypertrophic cardiomyopathy,1,raw_WoS_DE_term_no_synonym_merge
hypertrophic obesity,1,raw_WoS_DE_term_no_synonym_merge
Hypertrophy,1,raw_WoS_DE_term_no_synonym_merge
Hypo-ADSC-Exos,1,raw_WoS_DE_term_no_synonym_merge
Hypophosphatasia,1,raw_WoS_DE_term_no_synonym_merge
Hypospadias,1,raw_WoS_DE_term_no_synonym_merge
hypothalamus,1,raw_WoS_DE_term_no_synonym_merge
hypothermia,1,raw_WoS_DE_term_no_synonym_merge
Hypoxamir,1,raw_WoS_DE_term_no_synonym_merge
hypoxia and reperfusion,1,raw_WoS_DE_term_no_synonym_merge
Hypoxia preconditioning,1,raw_WoS_DE_term_no_synonym_merge
hypoxia pulmonary hypertension,1,raw_WoS_DE_term_no_synonym_merge
Hypoxia-conditioned CMECs-derived exosomes,1,raw_WoS_DE_term_no_synonym_merge
Hypoxia-induced exosomes,1,raw_WoS_DE_term_no_synonym_merge
hypoxia-inducible factor,1,raw_WoS_DE_term_no_synonym_merge
hypoxia-inducible factor 1,1,raw_WoS_DE_term_no_synonym_merge
hypoxia-inducible factor-1,1,raw_WoS_DE_term_no_synonym_merge
hypoxia-inducible factor-1 (HIF-1),1,raw_WoS_DE_term_no_synonym_merge
hypoxia-inducible factor-1 alpha (HIF1 alpha),1,raw_WoS_DE_term_no_synonym_merge
Hypoxia-ischemia,1,raw_WoS_DE_term_no_synonym_merge
Hypoxia-pretreated,1,raw_WoS_DE_term_no_synonym_merge
hypoxia/reoxygenation,1,raw_WoS_DE_term_no_synonym_merge
hypoxic exosomes,1,raw_WoS_DE_term_no_synonym_merge
Hypoxic-ischemic brain injury,1,raw_WoS_DE_term_no_synonym_merge
Hypoxic-ischemic encephalopaty,1,raw_WoS_DE_term_no_synonym_merge
I kappa B alpha,1,raw_WoS_DE_term_no_synonym_merge
I?Ba/NF-?B,1,raw_WoS_DE_term_no_synonym_merge
IBD,1,raw_WoS_DE_term_no_synonym_merge
icariin,1,raw_WoS_DE_term_no_synonym_merge
ICIs,1,raw_WoS_DE_term_no_synonym_merge
ID3,1,raw_WoS_DE_term_no_synonym_merge
Idiopathic pulmonary arterial hypertension,1,raw_WoS_DE_term_no_synonym_merge
Idiopathic pulmonary fibrosis,1,raw_WoS_DE_term_no_synonym_merge
idiopathic pulmonary fibrosis,1,raw_WoS_DE_term_no_synonym_merge
IDO1,1,raw_WoS_DE_term_no_synonym_merge
IEO model,1,raw_WoS_DE_term_no_synonym_merge
IEXs,1,raw_WoS_DE_term_no_synonym_merge
IFI27,1,raw_WoS_DE_term_no_synonym_merge
IFIT1,1,raw_WoS_DE_term_no_synonym_merge
IFITM3,1,raw_WoS_DE_term_no_synonym_merge
IFN-alpha,1,raw_WoS_DE_term_no_synonym_merge
IFN-beta,1,raw_WoS_DE_term_no_synonym_merge
IFN-gamma,1,raw_WoS_DE_term_no_synonym_merge
IFN-stimulated genes,1,raw_WoS_DE_term_no_synonym_merge
IFN-Stimulated genes,1,raw_WoS_DE_term_no_synonym_merge
IgA glomerulonephritis,1,raw_WoS_DE_term_no_synonym_merge
IGF1R,1,raw_WoS_DE_term_no_synonym_merge
IgG fusion proteins,1,raw_WoS_DE_term_no_synonym_merge
IHD,1,raw_WoS_DE_term_no_synonym_merge
IL-3,1,raw_WoS_DE_term_no_synonym_merge
IL-35,1,raw_WoS_DE_term_no_synonym_merge
IL-8 secretion,1,raw_WoS_DE_term_no_synonym_merge
IL17RB signal,1,raw_WoS_DE_term_no_synonym_merge
IL6R,1,raw_WoS_DE_term_no_synonym_merge
Imaging,1,raw_WoS_DE_term_no_synonym_merge
imaging flow cytometry,1,raw_WoS_DE_term_no_synonym_merge
imbalanced angiogenesis,1,raw_WoS_DE_term_no_synonym_merge
Immature fetal retinal vascular endothelial cells,1,raw_WoS_DE_term_no_synonym_merge
Immobilization,1,raw_WoS_DE_term_no_synonym_merge
immobilization of EVs,1,raw_WoS_DE_term_no_synonym_merge
immortalization,1,raw_WoS_DE_term_no_synonym_merge
Immortalized adipose-mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
immortalized cell line,1,raw_WoS_DE_term_no_synonym_merge
immune activation (IA),1,raw_WoS_DE_term_no_synonym_merge
Immune cell,1,raw_WoS_DE_term_no_synonym_merge
immune cell activation,1,raw_WoS_DE_term_no_synonym_merge
immune cell interaction,1,raw_WoS_DE_term_no_synonym_merge
immune cell trafficking,1,raw_WoS_DE_term_no_synonym_merge
Immune checkpoint,1,raw_WoS_DE_term_no_synonym_merge
immune checkpoint,1,raw_WoS_DE_term_no_synonym_merge
immune checkpoint blockade,1,raw_WoS_DE_term_no_synonym_merge
immune checkpoint blockades,1,raw_WoS_DE_term_no_synonym_merge
Immune complex,1,raw_WoS_DE_term_no_synonym_merge
Immune complexes,1,raw_WoS_DE_term_no_synonym_merge
Immune evading,1,raw_WoS_DE_term_no_synonym_merge
Immune mechanisms,1,raw_WoS_DE_term_no_synonym_merge
immune mediated,1,raw_WoS_DE_term_no_synonym_merge
Immune Modulation,1,raw_WoS_DE_term_no_synonym_merge
Immune modulation in the TME,1,raw_WoS_DE_term_no_synonym_merge
immune nanoparticles,1,raw_WoS_DE_term_no_synonym_merge
Immune Regulation,1,raw_WoS_DE_term_no_synonym_merge
immune surveillance,1,raw_WoS_DE_term_no_synonym_merge
immune tolerance,1,raw_WoS_DE_term_no_synonym_merge
Immune-bone crosstalk,1,raw_WoS_DE_term_no_synonym_merge
Immune-escape,1,raw_WoS_DE_term_no_synonym_merge
Immune-regulatory receptor,1,raw_WoS_DE_term_no_synonym_merge
Immune-related cells,1,raw_WoS_DE_term_no_synonym_merge
immune-system,1,raw_WoS_DE_term_no_synonym_merge
IMMUNEPOTENT CRP,1,raw_WoS_DE_term_no_synonym_merge
immuno-isolation,1,raw_WoS_DE_term_no_synonym_merge
immunobead isolation,1,raw_WoS_DE_term_no_synonym_merge
immunobiology,1,raw_WoS_DE_term_no_synonym_merge
immunocyte,1,raw_WoS_DE_term_no_synonym_merge
immunodulation,1,raw_WoS_DE_term_no_synonym_merge
immunoediting,1,raw_WoS_DE_term_no_synonym_merge
immunoengineering,1,raw_WoS_DE_term_no_synonym_merge
Immunogenicity,1,raw_WoS_DE_term_no_synonym_merge
immunogenicity,1,raw_WoS_DE_term_no_synonym_merge
immunoliposomes,1,raw_WoS_DE_term_no_synonym_merge
immunologic therapy,1,raw_WoS_DE_term_no_synonym_merge
immunological disease,1,raw_WoS_DE_term_no_synonym_merge
Immunology,1,raw_WoS_DE_term_no_synonym_merge
immunomagnetic separation,1,raw_WoS_DE_term_no_synonym_merge
immunometabolism,1,raw_WoS_DE_term_no_synonym_merge
immunomodulating compounds,1,raw_WoS_DE_term_no_synonym_merge
immunomodulators,1,raw_WoS_DE_term_no_synonym_merge
immunomodulatory therapies,1,raw_WoS_DE_term_no_synonym_merge
immunoprecipitation,1,raw_WoS_DE_term_no_synonym_merge
immunoregulatory molecules,1,raw_WoS_DE_term_no_synonym_merge
immunosenescence,1,raw_WoS_DE_term_no_synonym_merge
immunosuppressive agent,1,raw_WoS_DE_term_no_synonym_merge
immunosurveillance,1,raw_WoS_DE_term_no_synonym_merge
Implantation,1,raw_WoS_DE_term_no_synonym_merge
Implants,1,raw_WoS_DE_term_no_synonym_merge
implants,1,raw_WoS_DE_term_no_synonym_merge
in situ boneregeneration,1,raw_WoS_DE_term_no_synonym_merge
in situ retention,1,raw_WoS_DE_term_no_synonym_merge
in vitro aging,1,raw_WoS_DE_term_no_synonym_merge
in vitro an-giogenesis,1,raw_WoS_DE_term_no_synonym_merge
in vitro angiogenesis,1,raw_WoS_DE_term_no_synonym_merge
In vitro angiogenesis,1,raw_WoS_DE_term_no_synonym_merge
In vitro BBB model,1,raw_WoS_DE_term_no_synonym_merge
in vitro BBB models,1,raw_WoS_DE_term_no_synonym_merge
In vitro cell migration,1,raw_WoS_DE_term_no_synonym_merge
In vitro imaging,1,raw_WoS_DE_term_no_synonym_merge
in vitro models,1,raw_WoS_DE_term_no_synonym_merge
In vitro quality,1,raw_WoS_DE_term_no_synonym_merge
in vivo,1,raw_WoS_DE_term_no_synonym_merge
in vivo biodistribution,1,raw_WoS_DE_term_no_synonym_merge
in vivo expansion,1,raw_WoS_DE_term_no_synonym_merge
in vivo imaging,1,raw_WoS_DE_term_no_synonym_merge
in vivo selection,1,raw_WoS_DE_term_no_synonym_merge
in-stent restenosis,1,raw_WoS_DE_term_no_synonym_merge
in-vitro tools,1,raw_WoS_DE_term_no_synonym_merge
indirect co-culture,1,raw_WoS_DE_term_no_synonym_merge
indoxyl sulfate,1,raw_WoS_DE_term_no_synonym_merge
Indoxyl sulfate,1,raw_WoS_DE_term_no_synonym_merge
induced endothelium,1,raw_WoS_DE_term_no_synonym_merge
Induced Mesenchymal stem cells,1,raw_WoS_DE_term_no_synonym_merge
induced pluripotent stem cell,1,raw_WoS_DE_term_no_synonym_merge
induced pluripotent stem cell derived small extracellular vesicles (iPSC-sEVs),1,raw_WoS_DE_term_no_synonym_merge
induced pluripotent stem cell-derived cardiomyocytes,1,raw_WoS_DE_term_no_synonym_merge
Induced pluripotent stem cells (iPSCs),1,raw_WoS_DE_term_no_synonym_merge
infantile hemangioma,1,raw_WoS_DE_term_no_synonym_merge
Infantile hemangioma,1,raw_WoS_DE_term_no_synonym_merge
Infantile hemangioma (IH),1,raw_WoS_DE_term_no_synonym_merge
infants,1,raw_WoS_DE_term_no_synonym_merge
infarction,1,raw_WoS_DE_term_no_synonym_merge
Infected diabetic wound,1,raw_WoS_DE_term_no_synonym_merge
Infected RBCs,1,raw_WoS_DE_term_no_synonym_merge
Infection,1,raw_WoS_DE_term_no_synonym_merge
infection modulation,1,raw_WoS_DE_term_no_synonym_merge
infectious associated diseases,1,raw_WoS_DE_term_no_synonym_merge
infectious diseases,1,raw_WoS_DE_term_no_synonym_merge
Inferior vena cava,1,raw_WoS_DE_term_no_synonym_merge
Infertility,1,raw_WoS_DE_term_no_synonym_merge
Infiltration,1,raw_WoS_DE_term_no_synonym_merge
inflamed endothelium,1,raw_WoS_DE_term_no_synonym_merge
Inflammasome,1,raw_WoS_DE_term_no_synonym_merge
Inflammation propagation,1,raw_WoS_DE_term_no_synonym_merge
Inflammation regulation,1,raw_WoS_DE_term_no_synonym_merge
inflammatory and vasoactive proteins,1,raw_WoS_DE_term_no_synonym_merge
inflammatory bowel disease,1,raw_WoS_DE_term_no_synonym_merge
Inflammatory Bowel Disease,1,raw_WoS_DE_term_no_synonym_merge
inflammatory bowel disease (IBD),1,raw_WoS_DE_term_no_synonym_merge
Inflammatory breast cancer,1,raw_WoS_DE_term_no_synonym_merge
Inflammatory cytokines,1,raw_WoS_DE_term_no_synonym_merge
Inflammatory dilated cardiomyopathy,1,raw_WoS_DE_term_no_synonym_merge
inflammatory diseases,1,raw_WoS_DE_term_no_synonym_merge
inflammatory immune response,1,raw_WoS_DE_term_no_synonym_merge
inflammatory lung diseases,1,raw_WoS_DE_term_no_synonym_merge
inflammatory markers,1,raw_WoS_DE_term_no_synonym_merge
inflammatory mediator,1,raw_WoS_DE_term_no_synonym_merge
inflammatory microenvironment,1,raw_WoS_DE_term_no_synonym_merge
Inflammatory microenvironment,1,raw_WoS_DE_term_no_synonym_merge
inflammatory microenvironment remodeling,1,raw_WoS_DE_term_no_synonym_merge
Inflammatory polyps,1,raw_WoS_DE_term_no_synonym_merge
inflammatory response,1,raw_WoS_DE_term_no_synonym_merge
inflammatory response modulation,1,raw_WoS_DE_term_no_synonym_merge
inflammatory responses,1,raw_WoS_DE_term_no_synonym_merge
Inflammatory responses,1,raw_WoS_DE_term_no_synonym_merge
inflammatoryregulation,1,raw_WoS_DE_term_no_synonym_merge
influenza A virus,1,raw_WoS_DE_term_no_synonym_merge
Influenza virus,1,raw_WoS_DE_term_no_synonym_merge
Information theory,1,raw_WoS_DE_term_no_synonym_merge
infrapatellar fat pad (IFP),1,raw_WoS_DE_term_no_synonym_merge
infrared spectroscopy,1,raw_WoS_DE_term_no_synonym_merge
ING1,1,raw_WoS_DE_term_no_synonym_merge
ING5,1,raw_WoS_DE_term_no_synonym_merge
inhalation,1,raw_WoS_DE_term_no_synonym_merge
inhalation injury,1,raw_WoS_DE_term_no_synonym_merge
Inhibitor of DNA binding-1 protein (Id1),1,raw_WoS_DE_term_no_synonym_merge
INHIBITORY PEPTIDE 1,1,raw_WoS_DE_term_no_synonym_merge
initiating parent cells,1,raw_WoS_DE_term_no_synonym_merge
Injectable hydrogel,1,raw_WoS_DE_term_no_synonym_merge
Injectable nanocomposite hydrogel,1,raw_WoS_DE_term_no_synonym_merge
injury,1,raw_WoS_DE_term_no_synonym_merge
innate,1,raw_WoS_DE_term_no_synonym_merge
Innate Immunity,1,raw_WoS_DE_term_no_synonym_merge
innervation,1,raw_WoS_DE_term_no_synonym_merge
innovative bioinks,1,raw_WoS_DE_term_no_synonym_merge
INOCA,1,raw_WoS_DE_term_no_synonym_merge
inorganic phosphate,1,raw_WoS_DE_term_no_synonym_merge
inositol trisphosphate receptor,1,raw_WoS_DE_term_no_synonym_merge
insect drugs,1,raw_WoS_DE_term_no_synonym_merge
Insig1,1,raw_WoS_DE_term_no_synonym_merge
Insulin action,1,raw_WoS_DE_term_no_synonym_merge
insulin receptor,1,raw_WoS_DE_term_no_synonym_merge
insulin resistant,1,raw_WoS_DE_term_no_synonym_merge
Insulin secretion,1,raw_WoS_DE_term_no_synonym_merge
INSULIN SENSITIVITY,1,raw_WoS_DE_term_no_synonym_merge
insulin-like growth factor 1,1,raw_WoS_DE_term_no_synonym_merge
insulin-like growth factor 1 receptor,1,raw_WoS_DE_term_no_synonym_merge
Integrative analysis,1,raw_WoS_DE_term_no_synonym_merge
Integrin,1,raw_WoS_DE_term_no_synonym_merge
integrin 3,1,raw_WoS_DE_term_no_synonym_merge
integrin ? M,1,raw_WoS_DE_term_no_synonym_merge
Integrin aL,1,raw_WoS_DE_term_no_synonym_merge
Integrin alpha(9),1,raw_WoS_DE_term_no_synonym_merge
integrin alpha(v)beta(1),1,raw_WoS_DE_term_no_synonym_merge
Integrin b2,1,raw_WoS_DE_term_no_synonym_merge
Integrin beta(1),1,raw_WoS_DE_term_no_synonym_merge
integrin trafficking,1,raw_WoS_DE_term_no_synonym_merge
Integrin trafficking,1,raw_WoS_DE_term_no_synonym_merge
integrin-based ligand,1,raw_WoS_DE_term_no_synonym_merge
integrin-beta 1,1,raw_WoS_DE_term_no_synonym_merge
integrin? 2,1,raw_WoS_DE_term_no_synonym_merge
Integrity,1,raw_WoS_DE_term_no_synonym_merge
intensive care unit,1,raw_WoS_DE_term_no_synonym_merge
Inter-organ prometastatic communication,1,raw_WoS_DE_term_no_synonym_merge
interactive communication,1,raw_WoS_DE_term_no_synonym_merge
intercellular crosstalk,1,raw_WoS_DE_term_no_synonym_merge
intercellular epigenetics,1,raw_WoS_DE_term_no_synonym_merge
intercellular interaction,1,raw_WoS_DE_term_no_synonym_merge
intercellular signaling,1,raw_WoS_DE_term_no_synonym_merge
interference RNA,1,raw_WoS_DE_term_no_synonym_merge
interferon-stimulated gens,1,raw_WoS_DE_term_no_synonym_merge
interferons,1,raw_WoS_DE_term_no_synonym_merge
Interleukin 17 receptor b,1,raw_WoS_DE_term_no_synonym_merge
interleukin 3,1,raw_WoS_DE_term_no_synonym_merge
Interleukin 37,1,raw_WoS_DE_term_no_synonym_merge
interleukin 4,1,raw_WoS_DE_term_no_synonym_merge
interleukin-1,1,raw_WoS_DE_term_no_synonym_merge
interleukin-1 beta,1,raw_WoS_DE_term_no_synonym_merge
interleukin-6,1,raw_WoS_DE_term_no_synonym_merge
interleukin-8 (IL-8),1,raw_WoS_DE_term_no_synonym_merge
interleukins,1,raw_WoS_DE_term_no_synonym_merge
Interleukins,1,raw_WoS_DE_term_no_synonym_merge
interorgan communication,1,raw_WoS_DE_term_no_synonym_merge
Intersectin-2,1,raw_WoS_DE_term_no_synonym_merge
Interstitial flow,1,raw_WoS_DE_term_no_synonym_merge
interstitial fluid shear stress,1,raw_WoS_DE_term_no_synonym_merge
Interstitial lung disease,1,raw_WoS_DE_term_no_synonym_merge
intertissue communication,1,raw_WoS_DE_term_no_synonym_merge
Intervertebral disc,1,raw_WoS_DE_term_no_synonym_merge
Intervertebral disc degeneration,1,raw_WoS_DE_term_no_synonym_merge
intervertebral disc degeneration,1,raw_WoS_DE_term_no_synonym_merge
intestinal barrier in vitro,1,raw_WoS_DE_term_no_synonym_merge
Intestinal IR,1,raw_WoS_DE_term_no_synonym_merge
intestinal microvasculature,1,raw_WoS_DE_term_no_synonym_merge
intestinal permeability,1,raw_WoS_DE_term_no_synonym_merge
Intestinal-type sinonasal adenocarcinomas,1,raw_WoS_DE_term_no_synonym_merge
intima,1,raw_WoS_DE_term_no_synonym_merge
intra lymph node injection,1,raw_WoS_DE_term_no_synonym_merge
Intrabody,1,raw_WoS_DE_term_no_synonym_merge
INTRACELLULAR ACIDOSIS,1,raw_WoS_DE_term_no_synonym_merge
Intracellular communication,1,raw_WoS_DE_term_no_synonym_merge
Intracellular delivery,1,raw_WoS_DE_term_no_synonym_merge
intracellular localization,1,raw_WoS_DE_term_no_synonym_merge
Intracellular pH,1,raw_WoS_DE_term_no_synonym_merge
Intracellular signaling,1,raw_WoS_DE_term_no_synonym_merge
intracellular signaling,1,raw_WoS_DE_term_no_synonym_merge
intracellular traffic,1,raw_WoS_DE_term_no_synonym_merge
intracellular trafficking,1,raw_WoS_DE_term_no_synonym_merge
Intracellular transport,1,raw_WoS_DE_term_no_synonym_merge
intracellular uptake,1,raw_WoS_DE_term_no_synonym_merge
Intracranial Aneurysm,1,raw_WoS_DE_term_no_synonym_merge
Intracranial aneurysm,1,raw_WoS_DE_term_no_synonym_merge
Intracranial aneurysms,1,raw_WoS_DE_term_no_synonym_merge
intracranial atherosclerosis,1,raw_WoS_DE_term_no_synonym_merge
intracranial atherosclerotic stenosis,1,raw_WoS_DE_term_no_synonym_merge
intralumenal vesicle,1,raw_WoS_DE_term_no_synonym_merge
Intranasal administration,1,raw_WoS_DE_term_no_synonym_merge
intranasal administration,1,raw_WoS_DE_term_no_synonym_merge
intranasal delivery,1,raw_WoS_DE_term_no_synonym_merge
Intraneural revascularization,1,raw_WoS_DE_term_no_synonym_merge
Intraplaque angiogenesis,1,raw_WoS_DE_term_no_synonym_merge
Intrasinusoidal thrombosis,1,raw_WoS_DE_term_no_synonym_merge
intratracheal,1,raw_WoS_DE_term_no_synonym_merge
Intratunical injection,1,raw_WoS_DE_term_no_synonym_merge
intrauterine adhesion,1,raw_WoS_DE_term_no_synonym_merge
Intrauterine adhesion (IUA),1,raw_WoS_DE_term_no_synonym_merge
intrauterine growth restriction,1,raw_WoS_DE_term_no_synonym_merge
